Topic,Subject,Title,"District 01 Estimate","District 01 MOE","District 02 Estimate","District 02 MOE","District 03 Estimate","District 03 MOE","District 04 Estimate","District 04 MOE","District 05 Estimate","District 05 MOE","District 06 Estimate","District 06 MOE","District 07 Estimate","District 07 MOE","District 08 Estimate","District 08 MOE","District 09 Estimate","District 09 MOE","District 10 Estimate","District 10 MOE","District 11 Estimate","District 11 MOE","District 12 Estimate","District 12 MOE","District 13 Estimate","District 13 MOE","District 14 Estimate","District 14 MOE","District 15 Estimate","District 15 MOE","District 16 Estimate","District 16 MOE","District 17 Estimate","District 17 MOE","District 18 Estimate","District 18 MOE","District 19 Estimate","District 19 MOE","District 20 Estimate","District 20 MOE","District 21 Estimate","District 21 MOE","District 22 Estimate","District 22 MOE","District 23 Estimate","District 23 MOE","District 24 Estimate","District 24 MOE","District 25 Estimate","District 25 MOE","District 26 Estimate","District 26 MOE"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 5 years only",2.0,(+/-2.2),4.3,(+/-3.6),0.9,(+/-1.1),0.8,(+/-1.2),11.0,(+/-6.4),7.5,(+/-4.6),10.8,(+/-5.2),3.7,(+/-3.1),18.8,(+/-8.9),6.9,(+/-4.0),3.9,(+/-3.4),0.8,(+/-1.0),11.5,(+/-12.0),10.5,(+/-8.4),27.6,(+/-12.7),4.4,(+/-4.0),16.5,(+/-7.3),8.2,(+/-4.4),5.3,(+/-2.5),2.6,(+/-2.0),1.8,(+/-1.9),1.9,(+/-2.2),6.4,(+/-6.2),2.9,(+/-2.2),4.2,(+/-2.6),4.9,(+/-4.9)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Families with female householder, no spouse present",10.0,(+/-3.0),11.8,(+/-3.5),9.2,(+/-3.6),11.2,(+/-4.9),15.6,(+/-3.0),20.7,(+/-3.6),24.5,(+/-5.1),28.0,(+/-4.1),17.4,(+/-4.2),27.0,(+/-6.5),17.3,(+/-3.5),13.7,(+/-5.2),39.5,(+/-4.7),26.7,(+/-3.7),35.0,(+/-4.8),16.9,(+/-4.0),14.7,(+/-3.9),13.6,(+/-4.4),25.2,(+/-4.4),20.2,(+/-4.2),23.4,(+/-4.1),25.4,(+/-4.0),26.9,(+/-4.0),21.4,(+/-3.8),25.0,(+/-4.7),24.9,(+/-4.2)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 18 years",17.7,(+/-6.6),18.5,(+/-6.0),16.4,(+/-8.3),14.3,(+/-6.7),24.4,(+/-5.1),29.5,(+/-6.8),35.7,(+/-7.6),40.0,(+/-5.6),31.7,(+/-8.3),24.3,(+/-7.8),30.4,(+/-6.8),21.6,(+/-9.3),47.4,(+/-6.8),38.1,(+/-6.9),46.5,(+/-6.6),28.4,(+/-7.0),21.7,(+/-7.7),18.5,(+/-5.4),33.8,(+/-6.0),29.9,(+/-6.2),30.0,(+/-5.7),34.2,(+/-5.7),38.8,(+/-5.6),28.1,(+/-5.7),34.4,(+/-6.3),33.4,(+/-5.5)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 5 years only",33.2,(+/-27.6),7.7,(+/-10.7),0.0,(+/-17.4),22.1,(+/-29.5),18.7,(+/-11.6),38.1,(+/-19.7),46.9,(+/-18.9),44.2,(+/-19.9),32.3,(+/-23.9),20.7,(+/-24.1),34.0,(+/-17.4),0.0,(+/-19.5),42.3,(+/-15.7),14.9,(+/-11.4),49.5,(+/-15.4),43.7,(+/-24.0),5.4,(+/-9.6),22.1,(+/-15.0),45.4,(+/-13.6),41.3,(+/-19.4),33.2,(+/-12.3),43.6,(+/-16.9),50.7,(+/-14.9),34.0,(+/-16.0),46.7,(+/-21.6),28.4,(+/-16.7)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","All people",6.5,(+/-0.8),6.9,(+/-0.8),5.9,(+/-1.0),6.0,(+/-0.9),13.1,(+/-1.3),16.1,(+/-1.3),17.2,(+/-1.5),21.5,(+/-1.6),18.7,(+/-2.1),15.3,(+/-1.4),14.5,(+/-1.4),9.9,(+/-1.3),28.2,(+/-2.2),18.9,(+/-1.7),29.5,(+/-2.1),11.0,(+/-1.2),10.8,(+/-1.3),11.0,(+/-1.3),14.6,(+/-0.9),12.8,(+/-1.1),13.2,(+/-1.0),14.5,(+/-1.1),13.0,(+/-0.9),11.8,(+/-0.8),12.9,(+/-1.0),17.7,(+/-1.4)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Under 18 years",7.8,(+/-2.1),8.4,(+/-2.1),5.6,(+/-2.2),5.8,(+/-1.9),16.3,(+/-3.2),20.8,(+/-3.5),24.6,(+/-4.1),28.6,(+/-4.3),27.8,(+/-5.1),17.3,(+/-3.7),19.0,(+/-3.0),9.2,(+/-3.9),39.0,(+/-5.1),26.6,(+/-4.0),36.5,(+/-4.3),14.3,(+/-3.2),16.1,(+/-2.8),14.9,(+/-3.3),15.3,(+/-2.1),17.6,(+/-2.8),16.3,(+/-2.3),19.2,(+/-2.9),17.5,(+/-2.3),15.4,(+/-2.3),17.5,(+/-2.9),24.8,(+/-3.4)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Related children of the householder under 18 years",7.6,(+/-2.1),8.0,(+/-2.1),5.6,(+/-2.1),5.7,(+/-1.9),15.6,(+/-3.1),20.5,(+/-3.4),24.1,(+/-4.2),28.4,(+/-4.3),27.6,(+/-5.1),17.0,(+/-3.7),18.8,(+/-3.0),9.1,(+/-3.9),38.9,(+/-5.2),26.3,(+/-4.1),36.0,(+/-4.3),14.0,(+/-3.2),15.8,(+/-2.7),14.3,(+/-3.3),14.8,(+/-2.1),17.2,(+/-2.8),15.1,(+/-2.1),18.6,(+/-2.9),17.2,(+/-2.2),14.8,(+/-2.3),17.1,(+/-2.8),24.5,(+/-3.4)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Related children of the householder under 5 years",11.2,(+/-4.4),8.9,(+/-3.3),4.4,(+/-2.8),6.3,(+/-4.2),17.5,(+/-4.6),17.5,(+/-5.4),24.5,(+/-6.4),23.2,(+/-5.6),28.2,(+/-6.0),14.5,(+/-5.3),18.0,(+/-4.7),6.2,(+/-4.5),41.7,(+/-8.1),23.9,(+/-6.1),40.4,(+/-6.8),12.9,(+/-5.2),17.3,(+/-4.0),16.7,(+/-4.3),18.2,(+/-3.6),17.1,(+/-4.5),16.1,(+/-3.6),17.7,(+/-4.3),19.8,(+/-3.3),16.9,(+/-3.8),20.9,(+/-5.2),23.7,(+/-5.5)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Related children of the householder 5 to 17 years",6.4,(+/-2.2),7.6,(+/-2.4),5.9,(+/-2.3),5.4,(+/-1.8),14.9,(+/-3.4),21.5,(+/-3.9),23.9,(+/-4.5),30.1,(+/-4.6),27.4,(+/-6.0),17.9,(+/-4.2),19.0,(+/-3.3),10.5,(+/-4.7),37.8,(+/-6.0),27.2,(+/-4.4),34.3,(+/-4.5),14.4,(+/-3.2),15.3,(+/-2.9),13.4,(+/-3.6),13.6,(+/-2.2),17.2,(+/-3.1),14.8,(+/-2.4),18.9,(+/-3.2),16.3,(+/-2.4),14.0,(+/-2.4),15.8,(+/-2.7),24.8,(+/-3.8)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","18 years and over",6.2,(+/-0.7),6.5,(+/-0.7),6.0,(+/-0.8),6.1,(+/-0.8),12.3,(+/-1.1),15.1,(+/-1.1),15.5,(+/-1.1),19.5,(+/-1.3),16.1,(+/-1.5),14.9,(+/-1.1),13.3,(+/-1.3),10.0,(+/-1.2),25.9,(+/-1.8),16.9,(+/-1.3),27.3,(+/-1.9),10.2,(+/-0.9),9.1,(+/-1.0),9.8,(+/-1.0),14.5,(+/-1.0),11.7,(+/-1.0),12.5,(+/-0.9),13.3,(+/-0.9),11.8,(+/-0.7),10.9,(+/-0.6),11.7,(+/-0.8),15.9,(+/-1.2)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","65 years and over",7.3,(+/-1.2),7.9,(+/-1.3),8.1,(+/-1.5),7.0,(+/-1.2),15.3,(+/-2.1),19.3,(+/-2.1),25.7,(+/-3.6),26.2,(+/-2.9),19.0,(+/-2.8),24.8,(+/-2.8),16.9,(+/-2.3),12.9,(+/-2.4),33.4,(+/-3.3),22.3,(+/-3.1),31.7,(+/-3.3),12.4,(+/-1.7),7.7,(+/-1.5),9.0,(+/-1.4),11.4,(+/-1.2),8.5,(+/-1.3),10.6,(+/-1.3),11.1,(+/-1.2),10.3,(+/-1.3),9.0,(+/-0.9),10.1,(+/-1.1),15.1,(+/-1.7)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","People in families",4.1,(+/-0.9),4.3,(+/-0.9),3.8,(+/-1.0),3.8,(+/-0.9),9.6,(+/-1.4),13.5,(+/-1.6),15.7,(+/-2.1),17.9,(+/-2.1),16.9,(+/-2.5),13.4,(+/-2.0),12.3,(+/-1.6),6.3,(+/-1.9),25.6,(+/-3.1),16.1,(+/-2.1),24.9,(+/-2.7),7.8,(+/-1.4),9.0,(+/-1.4),7.7,(+/-1.5),9.4,(+/-1.0),9.1,(+/-1.4),9.1,(+/-1.1),10.6,(+/-1.4),9.7,(+/-1.1),8.1,(+/-0.9),9.1,(+/-1.2),14.4,(+/-1.8)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Unrelated individuals 15 years and over",19.1,(+/-2.1),21.2,(+/-2.3),19.0,(+/-2.1),22.2,(+/-2.6),31.7,(+/-2.8),26.6,(+/-2.5),20.2,(+/-1.6),32.5,(+/-2.2),24.6,(+/-2.2),19.1,(+/-1.6),26.5,(+/-2.2),14.6,(+/-1.6),33.6,(+/-2.1),28.2,(+/-2.5),44.4,(+/-2.7),25.0,(+/-2.5),21.3,(+/-2.0),24.1,(+/-2.3),28.9,(+/-1.8),22.1,(+/-2.1),26.0,(+/-1.8),25.7,(+/-1.8),25.2,(+/-1.6),23.5,(+/-1.5),24.0,(+/-1.9),26.0,(+/-2.0)
Education,"School Enrollment","Population 3 years and over enrolled in school","178,270","(+/-7,664)","185,042","(+/-7,618)","171,620","(+/-8,575)","199,670","(+/-7,269)","179,651","(+/-8,693)","149,297","(+/-10,137)","152,133","(+/-11,293)","175,439","(+/-12,282)","171,670","(+/-11,685)","164,331","(+/-11,097)","181,806","(+/-7,074)","119,714","(+/-8,197)","166,806","(+/-9,466)","183,624","(+/-10,764)","196,021","(+/-9,965)","186,128","(+/-6,719)","194,376","(+/-5,932)","195,444","(+/-4,709)","179,062","(+/-4,571)","186,785","(+/-5,351)","158,662","(+/-5,267)","189,935","(+/-4,264)","160,899","(+/-5,165)","157,479","(+/-4,237)","184,215","(+/-4,732)","184,524","(+/-6,952)"
Education,"School Enrollment","Nursery school, preschool","9,930","(+/-1,441)","11,360","(+/-2,126)","11,194","(+/-1,854)","14,733","(+/-2,426)","11,150","(+/-2,268)","10,673","(+/-2,246)","11,922","(+/-2,973)","10,021","(+/-2,412)","11,701","(+/-2,287)","9,977","(+/-2,020)","12,806","(+/-1,879)","8,815","(+/-2,191)","7,743","(+/-1,718)","12,783","(+/-2,767)","10,409","(+/-2,429)","10,081","(+/-1,719)","14,915","(+/-2,193)","10,328","(+/-1,846)","8,434","(+/-1,306)","13,484","(+/-1,688)","10,355","(+/-1,536)","10,467","(+/-1,682)","9,997","(+/-1,419)","9,087","(+/-1,326)","10,058","(+/-1,499)","12,716","(+/-2,506)"
Education,"School Enrollment",Kindergarten,"8,347","(+/-1,729)","9,420","(+/-1,877)","6,899","(+/-1,705)","6,488","(+/-1,698)","8,944","(+/-1,875)","8,161","(+/-1,775)","7,323","(+/-1,868)","9,307","(+/-2,449)","9,909","(+/-2,147)","6,467","(+/-1,580)","10,268","(+/-2,044)","6,924","(+/-2,902)","6,435","(+/-2,166)","9,533","(+/-2,388)","13,017","(+/-2,989)","5,895","(+/-1,705)","12,589","(+/-1,657)","12,250","(+/-2,125)","6,602","(+/-1,281)","6,657","(+/-1,370)","8,006","(+/-1,526)","8,529","(+/-1,262)","8,773","(+/-1,584)","9,239","(+/-1,345)","8,442","(+/-1,463)","7,908","(+/-1,666)"
Education,"School Enrollment","Elementary school (grades 1-8)","68,267","(+/-4,743)","74,152","(+/-4,824)","63,799","(+/-4,948)","79,150","(+/-4,574)","68,839","(+/-4,232)","56,728","(+/-5,264)","53,396","(+/-6,140)","72,975","(+/-7,315)","72,613","(+/-6,827)","62,935","(+/-6,674)","73,390","(+/-4,315)","36,044","(+/-4,741)","57,575","(+/-6,921)","79,164","(+/-7,151)","77,978","(+/-5,824)","75,632","(+/-3,946)","83,542","(+/-3,476)","75,219","(+/-3,018)","58,519","(+/-2,929)","66,159","(+/-2,865)","66,658","(+/-2,760)","69,906","(+/-2,409)","72,282","(+/-3,294)","63,738","(+/-2,534)","70,690","(+/-2,267)","67,526","(+/-3,551)"
Education,"School Enrollment","High school (grades 9-12)","39,867","(+/-2,904)","40,122","(+/-3,698)","41,865","(+/-3,560)","41,454","(+/-3,084)","37,557","(+/-3,589)","29,301","(+/-3,520)","28,461","(+/-3,550)","39,966","(+/-3,968)","31,615","(+/-3,691)","28,609","(+/-3,766)","37,095","(+/-2,734)","18,795","(+/-2,740)","29,841","(+/-3,566)","35,331","(+/-4,312)","42,804","(+/-3,418)","42,750","(+/-4,011)","43,438","(+/-3,206)","42,093","(+/-2,321)","33,926","(+/-2,692)","36,009","(+/-3,061)","33,524","(+/-2,136)","37,096","(+/-2,087)","36,159","(+/-2,339)","36,430","(+/-2,215)","37,914","(+/-1,839)","33,975","(+/-3,030)"
Education,"School Enrollment","College or graduate school","51,859","(+/-4,040)","49,988","(+/-4,556)","47,863","(+/-3,561)","57,845","(+/-4,663)","53,161","(+/-4,316)","44,434","(+/-4,117)","51,031","(+/-4,451)","43,170","(+/-3,811)","45,832","(+/-4,558)","56,343","(+/-5,446)","48,247","(+/-3,577)","49,136","(+/-4,278)","65,212","(+/-5,204)","46,813","(+/-4,305)","51,813","(+/-5,088)","51,770","(+/-4,498)","39,892","(+/-2,992)","55,554","(+/-3,956)","71,581","(+/-3,974)","64,476","(+/-3,881)","40,119","(+/-2,907)","63,937","(+/-3,660)","33,688","(+/-2,161)","38,985","(+/-2,339)","57,111","(+/-3,917)","62,399","(+/-4,157)"
Education,"Educational Attainment","Population 25 years and over","562,254","(+/-7,260)","533,501","(+/-8,744)","553,974","(+/-13,590)","531,964","(+/-5,638)","519,568","(+/-12,487)","524,074","(+/-14,651)","522,148","(+/-14,259)","526,906","(+/-13,598)","507,864","(+/-13,127)","524,647","(+/-15,524)","535,849","(+/-8,468)","588,014","(+/-12,393)","529,816","(+/-14,782)","520,761","(+/-18,014)","468,737","(+/-12,906)","546,182","(+/-7,187)","518,767","(+/-5,648)","530,179","(+/-4,429)","542,654","(+/-4,801)","542,346","(+/-4,657)","551,314","(+/-5,310)","524,636","(+/-2,873)","548,391","(+/-6,161)","548,535","(+/-3,886)","538,360","(+/-1,496)","543,714","(+/-6,547)"
Education,"Educational Attainment","Less than 9th grade","17,224","(+/-3,031)","31,850","(+/-3,488)","26,431","(+/-3,108)","22,373","(+/-3,196)","49,501","(+/-5,006)","62,114","(+/-6,070)","44,824","(+/-5,292)","35,405","(+/-3,897)","33,822","(+/-4,118)","40,953","(+/-3,957)","48,351","(+/-4,058)","6,909","(+/-2,340)","65,982","(+/-7,132)","69,171","(+/-5,784)","55,819","(+/-4,597)","28,703","(+/-4,198)","25,036","(+/-3,396)","21,078","(+/-2,860)","15,808","(+/-2,225)","13,534","(+/-2,075)","14,612","(+/-1,499)","16,641","(+/-1,996)","12,436","(+/-1,743)","18,289","(+/-2,493)","16,900","(+/-2,585)","18,278","(+/-2,425)"
Education,"Educational Attainment","9th to 12th grade, no diploma","17,933","(+/-2,664)","26,009","(+/-3,338)","21,517","(+/-2,607)","17,970","(+/-2,514)","38,701","(+/-3,938)","35,821","(+/-4,267)","32,329","(+/-3,460)","38,330","(+/-4,119)","31,254","(+/-3,815)","35,658","(+/-4,493)","35,939","(+/-4,281)","8,808","(+/-3,997)","46,227","(+/-5,518)","42,817","(+/-7,017)","57,155","(+/-5,514)","34,996","(+/-4,279)","27,017","(+/-3,074)","30,374","(+/-3,159)","31,170","(+/-2,947)","18,953","(+/-2,407)","34,912","(+/-2,831)","29,026","(+/-2,999)","27,588","(+/-2,129)","32,648","(+/-2,641)","24,982","(+/-2,767)","30,617","(+/-3,624)"
Education,"Educational Attainment","High school graduate (includes equivalency)","120,397","(+/-6,119)","151,480","(+/-7,380)","96,502","(+/-6,025)","124,942","(+/-7,954)","142,901","(+/-7,692)","132,262","(+/-7,832)","107,779","(+/-7,558)","134,712","(+/-8,289)","124,218","(+/-7,166)","65,929","(+/-6,657)","145,454","(+/-6,377)","37,889","(+/-4,610)","114,139","(+/-7,734)","133,750","(+/-9,379)","134,784","(+/-8,504)","110,781","(+/-6,174)","108,291","(+/-7,196)","138,527","(+/-6,526)","153,278","(+/-4,625)","132,922","(+/-6,998)","184,014","(+/-5,967)","133,214","(+/-4,919)","176,322","(+/-5,401)","183,031","(+/-6,072)","123,331","(+/-5,757)","155,801","(+/-6,863)"
Education,"Educational Attainment","Some college, no degree","81,809","(+/-4,418)","90,433","(+/-5,201)","72,600","(+/-4,975)","76,625","(+/-6,122)","89,882","(+/-5,473)","60,939","(+/-4,664)","58,250","(+/-5,532)","80,995","(+/-6,046)","74,667","(+/-5,587)","40,498","(+/-4,780)","75,626","(+/-4,856)","42,190","(+/-4,847)","80,889","(+/-6,893)","73,697","(+/-5,004)","77,111","(+/-6,079)","63,392","(+/-4,551)","68,739","(+/-4,376)","91,876","(+/-5,526)","85,316","(+/-4,702)","82,474","(+/-4,136)","96,145","(+/-4,526)","85,764","(+/-4,571)","88,265","(+/-4,891)","97,865","(+/-3,701)","83,892","(+/-4,858)","85,164","(+/-4,850)"
Education,"Educational Attainment","Associate's degree","59,099","(+/-4,395)","55,025","(+/-4,160)","51,742","(+/-5,211)","50,369","(+/-4,333)","46,626","(+/-4,381)","37,262","(+/-3,877)","30,092","(+/-3,741)","44,941","(+/-3,932)","36,492","(+/-3,682)","17,115","(+/-2,716)","37,949","(+/-3,920)","15,166","(+/-3,451)","26,892","(+/-4,243)","35,714","(+/-3,873)","40,640","(+/-3,982)","31,508","(+/-3,065)","36,481","(+/-3,358)","55,285","(+/-4,721)","60,684","(+/-3,564)","66,203","(+/-4,273)","72,123","(+/-3,732)","67,324","(+/-3,830)","76,984","(+/-3,897)","71,552","(+/-4,228)","64,394","(+/-4,587)","62,038","(+/-4,778)"
Education,"Educational Attainment","Bachelor's degree","137,720","(+/-6,156)","100,007","(+/-5,763)","150,317","(+/-6,641)","134,163","(+/-7,708)","98,189","(+/-5,237)","119,263","(+/-7,118)","152,371","(+/-7,954)","119,107","(+/-7,372)","119,161","(+/-6,703)","178,360","(+/-8,960)","115,439","(+/-6,485)","229,042","(+/-10,424)","111,068","(+/-8,760)","106,289","(+/-7,228)","63,852","(+/-5,861)","140,181","(+/-6,915)","134,133","(+/-6,330)","105,233","(+/-5,963)","101,367","(+/-4,705)","119,676","(+/-5,633)","84,706","(+/-4,460)","105,583","(+/-3,983)","92,915","(+/-4,055)","84,182","(+/-3,830)","126,311","(+/-5,133)","107,535","(+/-5,646)"
Education,"Educational Attainment","Graduate or professional degree","128,072","(+/-5,850)","78,697","(+/-4,731)","134,865","(+/-6,524)","105,522","(+/-6,747)","53,768","(+/-3,618)","76,413","(+/-4,869)","96,503","(+/-5,709)","73,416","(+/-5,827)","88,250","(+/-6,320)","146,134","(+/-8,431)","77,091","(+/-5,595)","248,010","(+/-9,671)","84,619","(+/-6,026)","59,323","(+/-4,688)","39,376","(+/-4,166)","136,621","(+/-6,090)","119,070","(+/-5,899)","87,806","(+/-4,253)","95,031","(+/-4,775)","108,584","(+/-5,017)","64,802","(+/-3,851)","87,084","(+/-4,028)","73,881","(+/-4,706)","60,968","(+/-3,849)","98,550","(+/-4,918)","84,281","(+/-4,875)"
Education,"Educational Attainment","Percent high school graduate or higher",93.7,(+/-0.7),89.2,(+/-0.9),91.3,(+/-0.7),92.4,(+/-0.8),83.0,(+/-1.1),81.3,(+/-1.4),85.2,(+/-1.1),86.0,(+/-1.1),87.2,(+/-1.1),85.4,(+/-1.2),84.3,(+/-1.0),97.3,(+/-0.8),78.8,(+/-1.6),78.5,(+/-1.4),75.9,(+/-1.3),88.3,(+/-1.0),90.0,(+/-0.9),90.3,(+/-0.8),91.3,(+/-0.7),94.0,(+/-0.6),91.0,(+/-0.6),91.3,(+/-0.7),92.7,(+/-0.5),90.7,(+/-0.6),92.2,(+/-0.7),91.0,(+/-0.7)
Education,"Educational Attainment","Percent bachelor's degree or higher",47.3,(+/-1.4),33.5,(+/-1.3),51.5,(+/-1.5),45.1,(+/-1.5),29.2,(+/-1.3),37.3,(+/-1.4),47.7,(+/-1.6),36.5,(+/-1.4),40.8,(+/-1.4),61.8,(+/-1.6),35.9,(+/-1.4),81.1,(+/-1.4),36.9,(+/-1.7),31.8,(+/-1.4),22.0,(+/-1.4),50.7,(+/-1.4),48.8,(+/-1.5),36.4,(+/-1.4),36.2,(+/-1.1),42.1,(+/-1.3),27.1,(+/-1.1),36.7,(+/-0.9),30.4,(+/-1.0),26.5,(+/-0.9),41.8,(+/-1.1),35.3,(+/-1.1)

"Source: 2023 American Community Survey 1-Year Estimates"
"Estimates in the People, Workers, Housing, Socioeconomic, and Education tabs are from the American Community Survey (ACS). The ACS is an annual household survey developed by the U.S. Census Bureau to replace the long form of the decennial census program. Each year, the ACS samples about 3.5 million household addresses to produce nearly 11 billion estimates covering demographic, social, economic, and housing characteristics."
"Except where noted, 'race' refers to people reporting only one race.  'Hispanic' refers to an ethnic category;  Hispanics may be of any race."
"An '-' The estimate could not be computed because there were an insufficient number of sample observations. For a ratio of medians estimate, one or both of the median estimates falls in the lowest interval or highest interval of an open-ended distribution. For a 5-year median estimate, the margin of error associated with a median was larger than the median itself."
"median- The median falls in the lowest interval of an open-ended distribution (for example '2,500-')"
"median+ The median falls in the highest interval of an open-ended distribution (for example '250,000+')"
"An '**' The margin of error could not be computed because there were an insufficient number of sample observations."
"An '***' The margin of error could not be computed because the median falls in the lowest interval or highest interval of an open-ended distribution. "
"An '*****' A margin of error is not appropriate because the corresponding estimate is controlled to an independent population or housing estimate. Effectively, the corresponding estimate has no sampling error and the margin of error may be treated as zero. "
"An 'N' The estimate or margin of error cannot be displayed because there were an insufficient number of sample cases in the selected geographic area."
"An '(X)' The estimate or margin of error is not applicable or not available.  "
"If calculating a percentage, use the total population line within the section as the denominator. Do not use total population lines from other sections since these may have different universes."

Topic,Subject,Title,"District 01 Estimate","District 01 Flag","District 02 Estimate","District 02 Flag","District 03 Estimate","District 03 Flag","District 04 Estimate","District 04 Flag","District 05 Estimate","District 05 Flag","District 06 Estimate","District 06 Flag","District 07 Estimate","District 07 Flag","District 08 Estimate","District 08 Flag","District 09 Estimate","District 09 Flag","District 10 Estimate","District 10 Flag","District 11 Estimate","District 11 Flag","District 12 Estimate","District 12 Flag","District 13 Estimate","District 13 Flag","District 14 Estimate","District 14 Flag","District 15 Estimate","District 15 Flag","District 16 Estimate","District 16 Flag","District 17 Estimate","District 17 Flag","District 18 Estimate","District 18 Flag","District 19 Estimate","District 19 Flag","District 20 Estimate","District 20 Flag","District 21 Estimate","District 21 Flag","District 22 Estimate","District 22 Flag","District 23 Estimate","District 23 Flag","District 24 Estimate","District 24 Flag","District 25 Estimate","District 25 Flag","District 26 Estimate","District 26 Flag"
Business,"Paid employees for pay period including March 12","Total for all sectors","300,838",G,"287,509",G,"360,414",G,"247,593",G,"177,849",G,"204,130",G,"271,695",G,"145,914",G,"174,500",G,"754,840",G,"171,557",G,"1,614,487",G,"189,328",H,"181,181",G,"148,273",G,"283,199",G,"276,487",G,"250,284",G,"242,860",G,"340,637",G,"187,975",G,"331,801",G,"234,008",G,"183,927",G,"365,088",G,"356,144",G
Business,"Paid employees for pay period including March 12","Agriculture, forestry, fishing and hunting",154,G,14,J,106,H,11,J,0,N,0,N,0,N,0,N,0,N,4,J,0,N,44,J,0,N,0,N,0,N,22,J,164,G,276,G,326,H,188,J,464,G,115,G,92,H,344,G,431,H,20,G
Business,"Paid employees for pay period including March 12","Mining, quarrying, and oil and gas extraction",106,H,22,H,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,58,J,0,N,0,N,0,N,0,N,66,J,185,H,479,H,764,J,688,G,108,J,478,G,657,G,78,H,14,J
Business,"Paid employees for pay period including March 12",Utilities,"1,859",J,706,J,"2,019",J,972,H,279,J,341,J,"3,131",G,282,J,481,J,"1,230",J,982,G,"6,517",J,260,J,"3,612",J,0,N,"1,619",J,"1,436",J,"1,692",J,"1,758",H,"1,091",H,"1,207",H,"2,204",J,"1,136",H,"3,075",J,"1,132",J,"1,624",G
Business,"Paid employees for pay period including March 12",Construction,"21,114",G,"28,412",G,"20,787",G,"13,743",G,"8,197",G,"12,076",G,"25,140",G,"4,457",G,"4,785",G,"15,883",G,"11,094",G,"26,275",G,"2,412",G,"16,222",G,"4,230",G,"20,309",G,"20,668",G,"14,348",G,"10,242",G,"15,597",G,"10,124",G,"12,826",G,"11,695",G,"11,014",G,"16,526",G,"12,585",G
Business,"Paid employees for pay period including March 12",Manufacturing,"20,348",H,"29,272",G,"10,503",G,"5,031",G,"2,463",H,"3,721",G,"12,388",G,"2,320",H,"1,859",G,"8,332",G,"1,593",G,"8,369",G,278,G,"5,109",G,"1,744",H,"8,259",G,"12,972",G,"15,978",G,"28,741",G,"24,939",G,"24,889",G,"34,879",G,"42,041",G,"33,170",G,"37,809",G,"34,428",G
Business,"Paid employees for pay period including March 12","Wholesale trade","11,963",G,"26,516",G,"18,869",G,"5,881",G,"2,871",G,"5,739",G,"16,061",G,"3,544",G,"3,442",G,"16,510",G,"2,451",G,"55,231",G,471,H,"11,744",G,"1,347",H,"14,230",H,"10,064",G,"12,209",G,"7,096",G,"12,063",G,"5,061",H,"16,108",G,"8,355",G,"7,536",G,"15,675",G,"17,088",G
Business,"Paid employees for pay period including March 12","Retail trade","41,993",G,"36,868",G,"34,698",G,"36,608",G,"14,158",G,"21,364",G,"25,577",G,"16,347",G,"16,891",G,"53,778",G,"31,821",H,"71,851",G,"15,746",G,"19,028",G,"13,400",G,"35,952",G,"30,726",G,"41,790",G,"33,689",G,"43,112",G,"32,578",G,"41,924",G,"39,414",G,"31,271",G,"42,956",G,"38,623",G
Business,"Paid employees for pay period including March 12","Transportation and warehousing","7,674",G,"12,537",G,"12,426",H,"12,218",G,"44,334",G,"3,603",G,"13,595",G,"8,540",G,"2,447",G,"7,578",G,"7,395",G,"12,689",G,"1,030",G,"22,525",H,"2,391",H,"13,861",G,"6,155",G,"11,455",H,"9,724",G,"11,663",G,"11,637",G,"13,683",G,"9,423",H,"6,288",G,"10,005",G,"14,055",G
Business,"Paid employees for pay period including March 12",Information,"4,210",G,"3,389",H,"5,952",H,"3,647",G,"1,114",G,"1,763",G,"6,387",G,"1,202",G,"1,334",H,"74,122",G,"1,580",G,"163,042",G,"2,042",H,"2,679",H,746,G,"5,347",G,"3,559",H,"3,603",G,"5,202",G,"8,313",G,"3,095",G,"4,782",G,"2,326",G,"2,496",G,"6,992",G,"5,779",G
