Topic,Subject,Title,"District 01 Estimate","District 01 MOE","District 02 Estimate","District 02 MOE","District 03 Estimate","District 03 MOE","District 04 Estimate","District 04 MOE","District 05 Estimate","District 05 MOE","District 06 Estimate","District 06 MOE","District 07 Estimate","District 07 MOE","District 08 Estimate","District 08 MOE","District 09 Estimate","District 09 MOE","District 10 Estimate","District 10 MOE","District 11 Estimate","District 11 MOE","District 12 Estimate","District 12 MOE","District 13 Estimate","District 13 MOE","District 14 Estimate","District 14 MOE"
People,"Veteran Status","Civilian population 18 years and over","598,165","(+/-4,136)","565,241","(+/-6,782)","609,966","(+/-6,962)","587,707","(+/-11,152)","608,565","(+/-11,844)","605,141","(+/-12,159)","620,961","(+/-7,667)","587,797","(+/-6,132)","619,762","(+/-11,153)","637,115","(+/-8,362)","611,259","(+/-8,036)","590,715","(+/-3,716)","587,080","(+/-13,347)","606,508","(+/-5,687)"
People,"Veteran Status","Civilian veterans","64,940","(+/-4,270)","52,330","(+/-3,666)","54,814","(+/-4,617)","29,377","(+/-3,308)","26,111","(+/-3,577)","38,134","(+/-3,952)","27,526","(+/-2,806)","51,802","(+/-4,198)","39,037","(+/-3,092)","42,292","(+/-3,241)","41,297","(+/-2,946)","54,388","(+/-4,132)","40,850","(+/-4,073)","45,300","(+/-3,369)"
People,"Disability Status of the Civilian Noninstitutionalized Population","Total civilian noninstitutionalized population","769,502","(+/-4,532)","723,670","(+/-8,854)","784,030","(+/-9,157)","761,041","(+/-14,398)","750,229","(+/-17,431)","775,912","(+/-15,151)","802,585","(+/-9,227)","747,914","(+/-8,226)","799,838","(+/-14,592)","818,009","(+/-10,129)","783,125","(+/-10,374)","747,520","(+/-4,809)","785,534","(+/-20,112)","783,920","(+/-8,285)"
People,"Disability Status of the Civilian Noninstitutionalized Population","With a disability","125,739","(+/-7,177)","133,927","(+/-7,366)","119,396","(+/-7,139)","85,088","(+/-6,580)","89,358","(+/-6,416)","76,609","(+/-5,802)","72,155","(+/-5,026)","115,476","(+/-5,726)","109,970","(+/-6,176)","112,655","(+/-7,124)","84,454","(+/-5,532)","135,753","(+/-6,986)","85,570","(+/-5,435)","113,425","(+/-6,101)"
People,"Disability Status of the Civilian Noninstitutionalized Population","Under 18 years","183,279","(+/-2,225)","176,336","(+/-4,733)","180,771","(+/-4,326)","176,251","(+/-6,867)","151,243","(+/-10,150)","174,246","(+/-8,371)","183,954","(+/-5,481)","184,459","(+/-4,010)","189,200","(+/-6,755)","190,167","(+/-4,796)","177,295","(+/-4,783)","178,231","(+/-1,790)","201,596","(+/-10,559)","184,835","(+/-4,099)"
People,"Disability Status of the Civilian Noninstitutionalized Population","With a disability","9,767","(+/-1,983)","8,822","(+/-1,720)","10,070","(+/-2,312)","8,616","(+/-2,543)","7,377","(+/-2,374)","5,548","(+/-1,652)","6,180","(+/-1,332)","10,217","(+/-2,164)","10,167","(+/-1,744)","11,155","(+/-2,876)","7,426","(+/-1,843)","16,853","(+/-3,516)","9,152","(+/-2,374)","8,633","(+/-1,895)"
People,"Disability Status of the Civilian Noninstitutionalized Population","18 to 64 years","455,187","(+/-4,629)","422,721","(+/-6,756)","468,331","(+/-6,957)","487,290","(+/-9,821)","503,408","(+/-11,614)","504,230","(+/-11,043)","499,904","(+/-7,733)","435,759","(+/-6,364)","476,128","(+/-10,683)","502,180","(+/-8,130)","480,727","(+/-7,843)","445,852","(+/-3,869)","479,897","(+/-13,104)","474,126","(+/-5,732)"
People,"Disability Status of the Civilian Noninstitutionalized Population","With a disability","67,507","(+/-6,052)","77,839","(+/-6,391)","61,745","(+/-5,249)","45,810","(+/-5,280)","52,470","(+/-5,485)","41,006","(+/-4,498)","31,793","(+/-3,459)","55,059","(+/-4,294)","55,872","(+/-4,792)","59,152","(+/-5,135)","39,807","(+/-4,181)","69,655","(+/-4,684)","42,922","(+/-3,881)","60,155","(+/-4,634)"
People,"Disability Status of the Civilian Noninstitutionalized Population","65 years and over","131,036","(+/-2,133)","124,613","(+/-3,442)","134,928","(+/-3,285)","97,500","(+/-4,268)","95,578","(+/-4,927)","97,436","(+/-4,966)","118,727","(+/-4,012)","127,696","(+/-3,513)","134,510","(+/-4,277)","125,662","(+/-3,200)","125,103","(+/-3,108)","123,437","(+/-2,008)","104,041","(+/-3,983)","124,959","(+/-2,697)"
People,"Disability Status of the Civilian Noninstitutionalized Population","With a disability","48,465","(+/-2,920)","47,266","(+/-3,332)","47,581","(+/-3,077)","30,662","(+/-2,611)","29,511","(+/-3,378)","30,055","(+/-2,991)","34,182","(+/-3,018)","50,200","(+/-2,806)","43,931","(+/-3,205)","42,348","(+/-2,716)","37,221","(+/-2,950)","49,245","(+/-2,643)","33,496","(+/-2,506)","44,637","(+/-2,635)"
People,"Residence 1 Year Ago","Population 1 year and over","790,911","(+/-4,049)","749,629","(+/-8,451)","783,706","(+/-7,966)","755,722","(+/-14,190)","754,404","(+/-17,279)","771,652","(+/-15,089)","796,920","(+/-9,323)","769,255","(+/-8,018)","801,872","(+/-14,813)","817,708","(+/-9,982)","781,686","(+/-10,376)","771,215","(+/-4,405)","780,574","(+/-20,527)","784,397","(+/-8,193)"
People,"Residence 1 Year Ago","Same house","667,879","(+/-9,732)","639,470","(+/-12,372)","704,249","(+/-10,947)","655,970","(+/-15,559)","614,697","(+/-17,724)","667,210","(+/-16,886)","715,004","(+/-10,025)","689,987","(+/-11,159)","714,572","(+/-14,594)","723,141","(+/-12,564)","691,713","(+/-13,265)","659,988","(+/-10,822)","695,094","(+/-20,759)","700,908","(+/-9,852)"
People,"Residence 1 Year Ago","Different house (in the U.S. or abroad)","123,032","(+/-8,923)","110,159","(+/-10,134)","79,457","(+/-7,226)","99,752","(+/-8,720)","139,707","(+/-9,940)","104,442","(+/-10,035)","81,916","(+/-7,586)","79,268","(+/-7,522)","87,300","(+/-7,702)","94,567","(+/-8,360)","89,973","(+/-9,728)","111,227","(+/-9,583)","85,480","(+/-10,728)","83,489","(+/-9,670)"
People,"Residence 1 Year Ago","Different house in the U.S.","118,910","(+/-8,839)","106,282","(+/-9,922)","77,440","(+/-7,242)","91,004","(+/-8,649)","134,489","(+/-9,427)","99,371","(+/-9,686)","76,357","(+/-7,275)","76,507","(+/-7,469)","83,732","(+/-7,627)","91,282","(+/-8,132)","82,719","(+/-9,103)","106,605","(+/-8,861)","80,930","(+/-10,593)","80,818","(+/-9,201)"
People,"Residence 1 Year Ago","Same county","47,065","(+/-5,629)","44,270","(+/-6,814)","33,609","(+/-5,729)","42,239","(+/-6,499)","59,380","(+/-7,088)","41,601","(+/-6,245)","30,668","(+/-5,712)","32,676","(+/-4,989)","29,887","(+/-4,524)","31,528","(+/-5,814)","30,506","(+/-4,971)","50,610","(+/-6,419)","32,640","(+/-6,149)","30,805","(+/-5,613)"
People,"Residence 1 Year Ago","Different county","71,845","(+/-7,226)","62,012","(+/-8,058)","43,831","(+/-4,763)","48,765","(+/-6,585)","75,109","(+/-7,900)","57,770","(+/-7,408)","45,689","(+/-4,826)","43,831","(+/-5,334)","53,845","(+/-5,945)","59,754","(+/-6,271)","52,213","(+/-6,783)","55,995","(+/-6,734)","48,290","(+/-8,833)","50,013","(+/-7,145)"
People,"Residence 1 Year Ago","Same state","28,807","(+/-3,729)","35,717","(+/-6,479)","25,746","(+/-3,585)","27,731","(+/-5,173)","46,184","(+/-5,652)","33,707","(+/-5,834)","29,651","(+/-3,893)","29,893","(+/-4,419)","31,920","(+/-4,208)","39,138","(+/-4,635)","33,432","(+/-4,718)","35,290","(+/-5,473)","33,329","(+/-8,018)","27,965","(+/-5,492)"
People,"Residence 1 Year Ago","Different state","43,038","(+/-6,552)","26,295","(+/-3,849)","18,085","(+/-3,403)","21,034","(+/-4,804)","28,925","(+/-4,461)","24,063","(+/-5,157)","16,038","(+/-3,141)","13,938","(+/-3,430)","21,925","(+/-4,320)","20,616","(+/-4,812)","18,781","(+/-4,523)","20,705","(+/-3,653)","14,961","(+/-3,230)","22,048","(+/-4,738)"
People,"Residence 1 Year Ago",Abroad,"4,122","(+/-1,648)","3,877","(+/-1,634)","2,017","(+/-1,194)","8,748","(+/-2,753)","5,218","(+/-1,817)","5,071","(+/-1,497)","5,559","(+/-1,798)","2,761","(+/-1,197)","3,568","(+/-1,108)","3,285","(+/-1,105)","7,254","(+/-3,796)","4,622","(+/-1,901)","4,550","(+/-1,731)","2,671","(+/-1,306)"
Workers,"Employment Status","Population 16 years and over","638,396","(+/-3,291)","600,823","(+/-6,641)","637,404","(+/-7,670)","611,051","(+/-11,482)","626,985","(+/-12,133)","625,502","(+/-12,664)","645,730","(+/-7,862)","617,275","(+/-6,009)","645,235","(+/-11,802)","661,841","(+/-8,555)","635,408","(+/-8,531)","625,326","(+/-3,992)","616,494","(+/-14,373)","631,397","(+/-5,989)"
Workers,"Employment Status","In labor force","391,977","(+/-6,960)","343,169","(+/-7,043)","383,600","(+/-9,256)","420,980","(+/-11,218)","433,776","(+/-10,262)","453,263","(+/-11,025)","443,167","(+/-9,038)","350,563","(+/-8,319)","406,267","(+/-11,775)","417,794","(+/-8,605)","424,251","(+/-8,008)","369,264","(+/-7,332)","416,420","(+/-13,423)","398,351","(+/-6,993)"
Workers,"Employment Status","Civilian labor force","374,222","(+/-7,546)","327,997","(+/-7,358)","380,842","(+/-9,129)","420,210","(+/-11,288)","433,231","(+/-10,246)","452,929","(+/-11,012)","442,624","(+/-9,104)","344,770","(+/-8,497)","405,512","(+/-11,780)","416,849","(+/-8,703)","423,445","(+/-7,903)","358,573","(+/-7,504)","414,700","(+/-13,183)","398,041","(+/-6,941)"
Workers,"Employment Status",Employed,"355,291","(+/-7,639)","305,569","(+/-7,423)","367,768","(+/-9,003)","399,671","(+/-11,444)","410,401","(+/-10,154)","435,849","(+/-11,038)","429,243","(+/-9,415)","329,433","(+/-8,533)","391,578","(+/-11,579)","398,571","(+/-8,931)","409,562","(+/-8,042)","338,583","(+/-7,243)","391,793","(+/-12,654)","383,242","(+/-7,158)"
Workers,"Employment Status",Unemployed,"18,931","(+/-2,990)","22,428","(+/-2,874)","13,074","(+/-2,403)","20,539","(+/-2,950)","22,830","(+/-3,318)","17,080","(+/-3,055)","13,381","(+/-2,260)","15,337","(+/-2,405)","13,934","(+/-2,207)","18,278","(+/-2,859)","13,883","(+/-3,008)","19,990","(+/-3,125)","22,907","(+/-3,675)","14,799","(+/-3,101)"
Workers,"Employment Status","Armed Forces","17,755","(+/-2,179)","15,172","(+/-1,679)","2,758","(+/-1,157)",770,(+/-734),545,(+/-323),334,(+/-279),543,(+/-341),"5,793","(+/-1,564)",755,(+/-548),945,(+/-561),806,(+/-582),"10,691","(+/-1,848)","1,720","(+/-1,084)",310,(+/-299)
Workers,"Employment Status","Not in labor force","246,419","(+/-6,257)","257,654","(+/-7,287)","253,804","(+/-9,024)","190,071","(+/-8,977)","193,209","(+/-7,891)","172,239","(+/-7,613)","202,563","(+/-7,361)","266,712","(+/-7,720)","238,968","(+/-8,294)","244,047","(+/-7,336)","211,157","(+/-6,595)","256,062","(+/-7,231)","200,074","(+/-7,441)","233,046","(+/-6,440)"
Workers,"Employment Status","Civilian labor force","374,222","(+/-7,546)","327,997","(+/-7,358)","380,842","(+/-9,129)","420,210","(+/-11,288)","433,231","(+/-10,246)","452,929","(+/-11,012)","442,624","(+/-9,104)","344,770","(+/-8,497)","405,512","(+/-11,780)","416,849","(+/-8,703)","423,445","(+/-7,903)","358,573","(+/-7,504)","414,700","(+/-13,183)","398,041","(+/-6,941)"
Workers,"Employment Status","Unemployment Rate",5.1,(+/-0.8),6.8,(+/-0.9),3.4,(+/-0.6),4.9,(+/-0.7),5.3,(+/-0.8),3.8,(+/-0.7),3.0,(+/-0.5),4.4,(+/-0.7),3.4,(+/-0.5),4.4,(+/-0.7),3.3,(+/-0.7),5.6,(+/-0.8),5.5,(+/-0.9),3.7,(+/-0.8)
Workers,"Commuting to Work","Workers 16 years and over","365,666","(+/-7,345)","315,391","(+/-7,356)","365,143","(+/-9,388)","376,174","(+/-10,808)","402,046","(+/-10,327)","428,913","(+/-11,139)","423,533","(+/-9,138)","330,892","(+/-8,244)","384,378","(+/-11,656)","391,297","(+/-9,079)","403,517","(+/-8,166)","343,465","(+/-7,240)","381,029","(+/-12,878)","377,413","(+/-7,269)"
Workers,"Commuting to Work","Car, truck, or van -- drove alone","277,648","(+/-7,897)","231,778","(+/-7,051)","275,521","(+/-9,565)","235,808","(+/-10,287)","232,024","(+/-8,451)","291,519","(+/-10,481)","265,673","(+/-7,895)","260,161","(+/-8,141)","277,462","(+/-10,062)","296,070","(+/-8,057)","281,918","(+/-8,623)","264,344","(+/-7,950)","270,568","(+/-11,421)","283,817","(+/-7,499)"
Workers,"Commuting to Work","Car, truck, or van -- carpooled","36,853","(+/-4,640)","38,487","(+/-3,971)","34,470","(+/-4,602)","53,199","(+/-6,555)","29,455","(+/-3,957)","30,499","(+/-4,437)","27,547","(+/-3,336)","32,389","(+/-4,306)","40,382","(+/-4,622)","35,538","(+/-3,894)","31,801","(+/-3,248)","33,516","(+/-3,966)","40,704","(+/-4,499)","35,594","(+/-3,496)"
Workers,"Commuting to Work","Public transportation (excluding taxicab)","1,293",(+/-636),"3,071","(+/-1,204)","1,499",(+/-798),"10,861","(+/-2,256)","20,489","(+/-3,093)","9,307","(+/-2,588)","2,168",(+/-921),"1,867",(+/-810),"1,435",(+/-691),"2,683",(+/-891),409,(+/-302),"2,690",(+/-989),"1,702",(+/-914),873,(+/-683)
Workers,"Commuting to Work",Walked,"6,517","(+/-1,519)","6,623","(+/-1,331)","3,891","(+/-1,241)","3,823","(+/-1,364)","16,513","(+/-2,805)","4,176","(+/-1,591)","3,797","(+/-1,160)","3,968","(+/-1,124)","3,383","(+/-1,019)","4,058","(+/-1,145)","3,874","(+/-1,546)","5,656","(+/-1,307)","4,000","(+/-1,574)","3,078",(+/-979)
Workers,"Commuting to Work","Other means","7,319","(+/-1,790)","6,539","(+/-1,797)","4,998","(+/-1,497)","9,505","(+/-1,786)","12,664","(+/-2,451)","9,934","(+/-2,337)","7,379","(+/-1,654)","5,671","(+/-1,606)","6,155","(+/-1,584)","5,310","(+/-2,123)","8,200","(+/-1,915)","9,128","(+/-2,349)","9,931","(+/-2,843)","3,307","(+/-1,004)"
Workers,"Commuting to Work","Worked from home","36,036","(+/-3,775)","28,893","(+/-3,030)","44,764","(+/-3,650)","62,978","(+/-5,492)","90,901","(+/-5,913)","83,478","(+/-6,639)","116,969","(+/-6,324)","26,836","(+/-3,115)","55,561","(+/-5,217)","47,638","(+/-4,560)","77,315","(+/-4,617)","28,131","(+/-3,209)","54,124","(+/-5,088)","50,744","(+/-4,508)"
Workers,"Commuting to Work","Mean travel time to work (minutes)",25.4,(+/-0.6),22.7,(+/-0.8),30.5,(+/-1.0),30.9,(+/-0.9),27.9,(+/-0.8),30.5,(+/-1.0),29.6,(+/-0.7),22.6,(+/-0.6),30.6,(+/-0.8),30.4,(+/-0.7),30.1,(+/-0.9),24.1,(+/-0.6),34.6,(+/-1.0),30.9,(+/-0.9)
Workers,Occupation,"Civilian employed population 16 years and over","355,291","(+/-7,639)","305,569","(+/-7,423)","367,768","(+/-9,003)","399,671","(+/-11,444)","410,401","(+/-10,154)","435,849","(+/-11,038)","429,243","(+/-9,415)","329,433","(+/-8,533)","391,578","(+/-11,579)","398,571","(+/-8,931)","409,562","(+/-8,042)","338,583","(+/-7,243)","391,793","(+/-12,654)","383,242","(+/-7,158)"
Workers,Occupation,"Management, business, science, and arts occupations","133,472","(+/-6,227)","104,779","(+/-5,583)","147,428","(+/-7,541)","157,378","(+/-7,936)","212,071","(+/-9,306)","214,038","(+/-9,056)","243,981","(+/-8,000)","124,626","(+/-6,104)","155,569","(+/-6,927)","155,219","(+/-7,146)","193,407","(+/-6,937)","123,938","(+/-6,261)","150,345","(+/-7,693)","144,053","(+/-6,830)"
Workers,Occupation,"Service occupations","62,506","(+/-5,460)","51,461","(+/-4,046)","51,357","(+/-3,853)","68,774","(+/-5,606)","62,824","(+/-6,585)","53,231","(+/-5,842)","50,063","(+/-4,502)","49,688","(+/-3,459)","62,965","(+/-4,883)","62,077","(+/-4,638)","53,685","(+/-4,103)","62,842","(+/-5,623)","61,173","(+/-5,607)","53,763","(+/-4,271)"
Workers,Occupation,"Sales and office occupations","72,031","(+/-5,517)","69,292","(+/-4,786)","72,611","(+/-5,354)","79,302","(+/-5,450)","71,676","(+/-5,540)","93,934","(+/-6,104)","85,792","(+/-5,032)","64,517","(+/-4,345)","80,527","(+/-5,571)","78,715","(+/-5,495)","89,078","(+/-6,172)","63,817","(+/-4,937)","84,250","(+/-5,517)","83,168","(+/-4,711)"
Workers,Occupation,"Natural resources, construction, and maintenance occupations","30,678","(+/-3,315)","27,965","(+/-3,229)","36,300","(+/-3,048)","36,833","(+/-4,100)","19,368","(+/-3,165)","23,702","(+/-3,060)","20,359","(+/-2,997)","32,212","(+/-2,825)","39,593","(+/-3,379)","34,988","(+/-3,566)","32,681","(+/-2,922)","32,828","(+/-3,934)","32,698","(+/-3,736)","38,180","(+/-3,749)"
Workers,Occupation,"Production, transportation, and material moving occupations","56,604","(+/-4,039)","52,072","(+/-4,709)","60,072","(+/-4,244)","57,384","(+/-4,841)","44,462","(+/-5,261)","50,944","(+/-4,545)","29,048","(+/-3,190)","58,390","(+/-4,956)","52,924","(+/-4,145)","67,572","(+/-4,908)","40,711","(+/-4,003)","55,158","(+/-4,407)","63,327","(+/-4,921)","64,078","(+/-4,060)"
Workers,Industry,"Civilian employed population 16 years and over","355,291","(+/-7,639)","305,569","(+/-7,423)","367,768","(+/-9,003)","399,671","(+/-11,444)","410,401","(+/-10,154)","435,849","(+/-11,038)","429,243","(+/-9,415)","329,433","(+/-8,533)","391,578","(+/-11,579)","398,571","(+/-8,931)","409,562","(+/-8,042)","338,583","(+/-7,243)","391,793","(+/-12,654)","383,242","(+/-7,158)"
Workers,Industry,"Agriculture, forestry, fishing and hunting, and mining","5,708","(+/-1,547)","8,315","(+/-1,834)","2,252",(+/-927),"1,806","(+/-1,149)","1,181",(+/-651),659,(+/-330),"1,141",(+/-514),"11,905","(+/-2,011)","3,965","(+/-1,075)","5,835","(+/-1,624)","2,130",(+/-773),"6,048","(+/-1,415)",715,(+/-443),"4,023","(+/-1,449)"
Workers,Industry,Construction,"22,832","(+/-2,831)","19,813","(+/-2,432)","31,240","(+/-3,303)","37,085","(+/-4,075)","18,227","(+/-2,894)","27,294","(+/-3,753)","23,499","(+/-2,968)","22,256","(+/-2,619)","32,817","(+/-3,125)","27,754","(+/-3,280)","36,485","(+/-4,142)","22,751","(+/-2,467)","27,580","(+/-3,202)","31,862","(+/-3,505)"
Workers,Industry,Manufacturing,"36,094","(+/-3,444)","31,145","(+/-3,258)","43,047","(+/-3,520)","25,824","(+/-3,428)","20,601","(+/-3,214)","27,550","(+/-3,212)","35,723","(+/-3,164)","38,722","(+/-3,414)","42,941","(+/-3,982)","43,209","(+/-4,236)","39,995","(+/-3,542)","34,800","(+/-3,301)","33,807","(+/-3,541)","57,307","(+/-4,035)"
Workers,Industry,"Wholesale trade","6,566","(+/-1,564)","6,464","(+/-1,541)","9,005","(+/-1,830)","7,355","(+/-1,725)","6,572","(+/-1,420)","10,208","(+/-2,176)","11,379","(+/-1,939)","7,929","(+/-1,567)","11,483","(+/-2,093)","10,228","(+/-1,650)","11,756","(+/-1,902)","4,145","(+/-1,072)","7,437","(+/-1,493)","9,878","(+/-2,034)"
Workers,Industry,"Retail trade","42,300","(+/-4,011)","32,841","(+/-3,303)","38,065","(+/-3,796)","44,529","(+/-5,323)","35,590","(+/-3,679)","45,892","(+/-4,482)","44,231","(+/-4,619)","37,370","(+/-3,769)","48,482","(+/-4,094)","45,200","(+/-3,901)","46,714","(+/-4,397)","39,021","(+/-3,691)","47,921","(+/-5,093)","44,741","(+/-4,512)"
Workers,Industry,"Transportation and warehousing, and utilities","30,693","(+/-3,020)","20,771","(+/-2,866)","36,786","(+/-4,137)","33,238","(+/-3,407)","33,346","(+/-3,780)","34,221","(+/-3,677)","18,443","(+/-2,883)","19,714","(+/-3,180)","20,618","(+/-2,854)","32,703","(+/-3,610)","19,276","(+/-2,421)","26,661","(+/-2,914)","36,684","(+/-5,039)","25,990","(+/-2,906)"
Workers,Industry,Information,"5,764","(+/-1,502)","3,676","(+/-1,041)","7,989","(+/-1,875)","9,452","(+/-1,949)","12,721","(+/-2,451)","13,257","(+/-3,411)","15,290","(+/-1,935)","1,733",(+/-645),"6,876","(+/-1,561)","5,613","(+/-1,520)","10,423","(+/-1,821)","4,123","(+/-1,361)","8,793","(+/-2,154)","9,617","(+/-2,036)"
Workers,Industry,"Finance and insurance, and real estate and rental and leasing","16,591","(+/-2,276)","19,243","(+/-2,702)","18,458","(+/-2,366)","28,294","(+/-3,711)","29,185","(+/-3,407)","37,322","(+/-5,042)","46,702","(+/-3,553)","19,288","(+/-2,770)","22,435","(+/-2,796)","20,382","(+/-2,862)","29,722","(+/-3,331)","15,552","(+/-2,381)","20,508","(+/-2,864)","23,391","(+/-2,812)"
Workers,Industry,"Professional, scientific, and management, and administrative and waste management services","41,740","(+/-3,861)","25,580","(+/-2,331)","37,833","(+/-4,076)","55,408","(+/-4,722)","80,889","(+/-6,575)","82,625","(+/-6,790)","96,653","(+/-4,933)","27,742","(+/-3,022)","52,297","(+/-4,510)","44,436","(+/-3,624)","68,295","(+/-4,264)","31,658","(+/-3,194)","49,016","(+/-4,752)","41,949","(+/-3,952)"
Workers,Industry,"Educational services, and health care and social assistance","71,762","(+/-5,280)","74,882","(+/-5,081)","79,401","(+/-5,402)","76,833","(+/-5,671)","90,677","(+/-5,398)","85,541","(+/-6,476)","72,008","(+/-5,094)","78,284","(+/-4,265)","79,054","(+/-5,233)","91,223","(+/-5,395)","74,813","(+/-4,889)","82,855","(+/-5,896)","86,354","(+/-6,293)","77,447","(+/-5,152)"
Workers,Industry,"Arts, entertainment, and recreation, and accommodation and food services","37,667","(+/-4,384)","25,523","(+/-3,651)","26,044","(+/-3,194)","41,320","(+/-4,361)","41,402","(+/-5,411)","35,569","(+/-3,989)","36,456","(+/-4,162)","24,390","(+/-3,129)","35,575","(+/-3,682)","32,873","(+/-3,929)","35,682","(+/-3,710)","30,546","(+/-3,738)","30,753","(+/-4,300)","26,582","(+/-3,809)"
Workers,Industry,"Other services, except public administration","16,368","(+/-2,911)","13,680","(+/-2,442)","17,700","(+/-2,702)","23,206","(+/-3,379)","21,363","(+/-3,021)","18,167","(+/-3,064)","17,223","(+/-2,629)","14,368","(+/-2,064)","19,623","(+/-2,665)","19,278","(+/-2,911)","23,070","(+/-3,227)","19,915","(+/-2,853)","21,765","(+/-3,563)","16,742","(+/-2,410)"
Workers,Industry,"Public administration","21,206","(+/-2,796)","23,636","(+/-3,003)","19,948","(+/-2,838)","15,321","(+/-3,061)","18,647","(+/-2,760)","17,544","(+/-2,703)","10,495","(+/-2,196)","25,732","(+/-2,970)","15,412","(+/-2,256)","19,837","(+/-3,406)","11,201","(+/-1,998)","20,508","(+/-3,059)","20,460","(+/-2,985)","13,713","(+/-2,064)"
Workers,"Class of Worker","Civilian employed population 16 years and over","355,291","(+/-7,639)","305,569","(+/-7,423)","367,768","(+/-9,003)","399,671","(+/-11,444)","410,401","(+/-10,154)","435,849","(+/-11,038)","429,243","(+/-9,415)","329,433","(+/-8,533)","391,578","(+/-11,579)","398,571","(+/-8,931)","409,562","(+/-8,042)","338,583","(+/-7,243)","391,793","(+/-12,654)","383,242","(+/-7,158)"
Workers,"Class of Worker","Private wage and salary workers","277,922","(+/-8,456)","230,231","(+/-7,198)","294,533","(+/-9,686)","329,588","(+/-11,281)","332,798","(+/-9,860)","368,040","(+/-11,242)","367,249","(+/-9,050)","247,806","(+/-8,132)","313,216","(+/-10,279)","304,434","(+/-8,784)","337,762","(+/-9,155)","252,459","(+/-6,838)","309,026","(+/-11,497)","312,812","(+/-6,498)"
Workers,"Class of Worker","Government workers","58,045","(+/-4,430)","57,000","(+/-4,638)","53,311","(+/-4,603)","45,574","(+/-4,578)","55,081","(+/-5,055)","46,237","(+/-4,589)","35,816","(+/-3,059)","64,520","(+/-4,419)","49,301","(+/-4,255)","68,941","(+/-5,739)","42,633","(+/-4,481)","67,618","(+/-5,841)","59,283","(+/-5,273)","47,376","(+/-3,827)"
Workers,"Class of Worker","Self-employed in own not incorporated business workers","19,008","(+/-2,150)","17,249","(+/-2,353)","19,689","(+/-2,886)","23,595","(+/-3,154)","21,218","(+/-3,315)","20,066","(+/-2,913)","25,322","(+/-3,525)","16,561","(+/-2,604)","28,334","(+/-3,068)","24,157","(+/-3,173)","28,946","(+/-3,717)","17,524","(+/-2,741)","22,441","(+/-2,957)","22,540","(+/-2,855)"
Workers,"Class of Worker","Unpaid family workers",316,(+/-338),"1,089",(+/-791),235,(+/-190),914,(+/-492),"1,304","(+/-1,116)","1,506","(+/-1,237)",856,(+/-591),546,(+/-393),727,(+/-434),"1,039",(+/-512),221,(+/-190),982,(+/-593),"1,043",(+/-587),514,(+/-446)
Housing,"Housing Occupancy","Total housing units","351,834","(+/-1,431)","349,798","(+/-3,333)","320,838","(+/-3,840)","316,663","(+/-6,121)","375,492","(+/-7,243)","349,181","(+/-7,177)","313,774","(+/-5,118)","336,379","(+/-3,015)","327,360","(+/-5,124)","329,240","(+/-3,763)","313,770","(+/-3,833)","335,911","(+/-1,632)","280,996","(+/-5,989)","309,270","(+/-2,465)"
Housing,"Housing Occupancy","Occupied housing units","310,498","(+/-4,036)","300,765","(+/-5,170)","296,637","(+/-4,460)","282,955","(+/-6,644)","325,177","(+/-7,148)","319,561","(+/-7,239)","293,121","(+/-5,322)","298,098","(+/-4,771)","288,132","(+/-5,371)","302,738","(+/-4,809)","292,939","(+/-4,812)","285,651","(+/-4,931)","269,516","(+/-6,128)","284,350","(+/-3,891)"
Housing,"Housing Occupancy","Vacant housing units","41,336","(+/-3,826)","49,033","(+/-4,422)","24,201","(+/-3,562)","33,708","(+/-3,563)","50,315","(+/-4,116)","29,620","(+/-3,752)","20,653","(+/-2,908)","38,281","(+/-4,326)","39,228","(+/-3,583)","26,502","(+/-3,848)","20,831","(+/-3,092)","50,260","(+/-4,612)","11,480","(+/-2,212)","24,920","(+/-3,378)"
Housing,"Housing Occupancy","Homeowner vacancy rate",0.8,(+/-0.4),1.6,(+/-0.6),0.9,(+/-0.5),0.9,(+/-0.5),0.7,(+/-0.4),0.6,(+/-0.3),0.5,(+/-0.3),0.7,(+/-0.4),1.0,(+/-0.5),0.8,(+/-0.4),0.6,(+/-0.4),0.9,(+/-0.5),0.5,(+/-0.2),0.8,(+/-0.4)
Housing,"Housing Occupancy","Rental vacancy rate",5.2,(+/-1.4),6.1,(+/-1.3),5.0,(+/-1.4),10.6,(+/-1.7),12.1,(+/-1.6),8.5,(+/-2.0),7.3,(+/-2.2),6.2,(+/-1.4),3.3,(+/-1.2),4.6,(+/-1.4),8.7,(+/-2.1),8.4,(+/-1.7),6.0,(+/-1.8),4.9,(+/-1.6)
Housing,"Housing Tenure","Occupied housing units","310,498","(+/-4,036)","300,765","(+/-5,170)","296,637","(+/-4,460)","282,955","(+/-6,644)","325,177","(+/-7,148)","319,561","(+/-7,239)","293,121","(+/-5,322)","298,098","(+/-4,771)","288,132","(+/-5,371)","302,738","(+/-4,809)","292,939","(+/-4,812)","285,651","(+/-4,931)","269,516","(+/-6,128)","284,350","(+/-3,891)"
